types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatAbbots,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatWriters,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatRegents,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Abbot109754404,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Architect109805475,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Aristocrat109807754,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Historian110177150,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/MaleAristocrat110285135,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Noble110271677,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Politician110450303,http://dbpedia.org/resource/Suger,suger,262,74,0.999999865439529,0.0,12,4,== Biography == | === Career ===
