types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Black_Consciousness_Movement,Black Consciousness Movement,250,37,1.0,0.0,6,6,== Biography == | === Later life ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Black_Consciousness_Movement,Black Consciousness Movement,250,37,1.0,0.0,6,6,== Biography == | === Later life ===
http://dbpedia.org/ontology/PoliticalParty,http://dbpedia.org/resource/Black_Consciousness_Movement,Black Consciousness Movement,250,37,1.0,0.0,6,6,== Biography == | === Later life ===
http://dbpedia.org/class/yago/WikicatDefunctSocialMovementsInSouthAfrica,http://dbpedia.org/resource/Black_Consciousness_Movement,Black Consciousness Movement,250,37,1.0,0.0,6,6,== Biography == | === Later life ===
http://dbpedia.org/class/yago/WikicatSocialMovements,http://dbpedia.org/resource/Black_Consciousness_Movement,Black Consciousness Movement,250,37,1.0,0.0,6,6,== Biography == | === Later life ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Black_Consciousness_Movement,Black Consciousness Movement,250,37,1.0,0.0,6,6,== Biography == | === Later life ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Black_Consciousness_Movement,Black Consciousness Movement,250,37,1.0,0.0,6,6,== Biography == | === Later life ===
http://dbpedia.org/class/yago/Movement108464601,http://dbpedia.org/resource/Black_Consciousness_Movement,Black Consciousness Movement,250,37,1.0,0.0,6,6,== Biography == | === Later life ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Black_Consciousness_Movement,Black Consciousness Movement,250,37,1.0,0.0,6,6,== Biography == | === Later life ===
