types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mezzotint,mezzotint,728,122,0.9999999996078656,0.0,1,10,== Work == | === Prints ===
http://dbpedia.org/ontology/Election,http://dbpedia.org/resource/Mezzotint,mezzotint,728,122,0.9999999996078656,0.0,1,10,== Work == | === Prints ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Mezzotint,mezzotint,728,122,0.9999999996078656,0.0,1,10,== Work == | === Prints ===
