types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatBlackBritishPeople,http://dbpedia.org/resource/Classification_of_ethnicity_in_the_United_Kingdom,BAME,258,84,0.9999999737169676,0.0,7,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Classification_of_ethnicity_in_the_United_Kingdom,BAME,258,84,0.9999999737169676,0.0,7,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Classification_of_ethnicity_in_the_United_Kingdom,BAME,258,84,0.9999999737169676,0.0,7,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Classification_of_ethnicity_in_the_United_Kingdom,BAME,258,84,0.9999999737169676,0.0,7,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Classification_of_ethnicity_in_the_United_Kingdom,BAME,258,84,0.9999999737169676,0.0,7,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/EthnicGroup107967382,http://dbpedia.org/resource/Classification_of_ethnicity_in_the_United_Kingdom,BAME,258,84,0.9999999737169676,0.0,7,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Classification_of_ethnicity_in_the_United_Kingdom,BAME,258,84,0.9999999737169676,0.0,7,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Classification_of_ethnicity_in_the_United_Kingdom,BAME,258,84,0.9999999737169676,0.0,7,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Classification_of_ethnicity_in_the_United_Kingdom,BAME,258,84,0.9999999737169676,0.0,7,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Classification_of_ethnicity_in_the_United_Kingdom,BAME,258,84,0.9999999737169676,0.0,7,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Classification_of_ethnicity_in_the_United_Kingdom,BAME,258,84,0.9999999737169676,0.0,7,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Classification_of_ethnicity_in_the_United_Kingdom,BAME,258,84,0.9999999737169676,0.0,7,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Classification_of_ethnicity_in_the_United_Kingdom,BAME,258,84,0.9999999737169676,0.0,7,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/WikicatEthnicGroupsInTheUnitedKingdom,http://dbpedia.org/resource/Classification_of_ethnicity_in_the_United_Kingdom,BAME,258,84,0.9999999737169676,0.0,7,12,== Career == | === Awards ===
