types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatMarianHymns,http://dbpedia.org/resource/Stabat_Mater_Speciosa,Stabat mater speciosa,2,0,0.9999999999983232,0.0,0,21,== Production == | === Selected works ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Stabat_Mater_Speciosa,Stabat mater speciosa,2,0,0.9999999999983232,0.0,0,21,== Production == | === Selected works ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Stabat_Mater_Speciosa,Stabat mater speciosa,2,0,0.9999999999983232,0.0,0,21,== Production == | === Selected works ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Stabat_Mater_Speciosa,Stabat mater speciosa,2,0,0.9999999999983232,0.0,0,21,== Production == | === Selected works ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Stabat_Mater_Speciosa,Stabat mater speciosa,2,0,0.9999999999983232,0.0,0,21,== Production == | === Selected works ===
http://dbpedia.org/class/yago/Hymn107035870,http://dbpedia.org/resource/Stabat_Mater_Speciosa,Stabat mater speciosa,2,0,0.9999999999983232,0.0,0,21,== Production == | === Selected works ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Stabat_Mater_Speciosa,Stabat mater speciosa,2,0,0.9999999999983232,0.0,0,21,== Production == | === Selected works ===
http://dbpedia.org/class/yago/MusicGenre107071942,http://dbpedia.org/resource/Stabat_Mater_Speciosa,Stabat mater speciosa,2,0,0.9999999999983232,0.0,0,21,== Production == | === Selected works ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/Stabat_Mater_Speciosa,Stabat mater speciosa,2,0,0.9999999999983232,0.0,0,21,== Production == | === Selected works ===
http://dbpedia.org/class/yago/ReligiousMusic107033007,http://dbpedia.org/resource/Stabat_Mater_Speciosa,Stabat mater speciosa,2,0,0.9999999999983232,0.0,0,21,== Production == | === Selected works ===
http://dbpedia.org/class/yago/ReligiousSong107035420,http://dbpedia.org/resource/Stabat_Mater_Speciosa,Stabat mater speciosa,2,0,0.9999999999983232,0.0,0,21,== Production == | === Selected works ===
http://dbpedia.org/ontology/Song,http://dbpedia.org/resource/Stabat_Mater_Speciosa,Stabat mater speciosa,2,0,0.9999999999983232,0.0,0,21,== Production == | === Selected works ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/Stabat_Mater_Speciosa,Stabat mater speciosa,2,0,0.9999999999983232,0.0,0,21,== Production == | === Selected works ===
