types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Multiple_citizenship,dual-citizenship,1293,16,0.9999999999986926,0.0,1,10,== Background == | === Personal life ===
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Multiple_citizenship,dual-citizenship,1293,16,0.9999999999986926,0.0,1,10,== Background == | === Personal life ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Multiple_citizenship,dual-citizenship,1293,16,0.9999999999986926,0.0,1,10,== Background == | === Personal life ===
