types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatHoaxes,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatClassifiedDocuments,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatConspiracyTheories,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatConspiracyTheoriesInTheUnitedStates,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatControversies,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Wrongdoing100732746,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatMysteries,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatSecretMilitaryPrograms,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/CognitiveState105669934,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Condition113920835,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Confusion105683582,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Controversy107183151,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Deception100752431,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Disagreement107180787,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Dispute107181935,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Document106470073,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Explanation105793000,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Falsification100751145,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Fraud100753685,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/HigherCognitiveProcess105770664,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Mystery105685538,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Perplexity105685363,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Plan105898568,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Process105701363,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/PsychologicalState114373582,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/SpeechAct107160883,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Theory105989479,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Thinking105770926,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Trickery100752954,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatForgeryControversies,http://dbpedia.org/resource/Majestic_12,Majestic,126,14,0.9439831684130634,0.0593398059896893,0,15,== Discography == | === Albums ===
