types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Antidote,Antidotes,415,10,0.9999999986688692,1.258819102687356e-09,0,24,== Selected discography == | === Production work ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Antidote,Antidotes,415,10,0.9999999986688692,1.258819102687356e-09,0,24,== Selected discography == | === Production work ===
http://dbpedia.org/ontology/ChemicalCompound,http://dbpedia.org/resource/Antidote,Antidotes,415,10,0.9999999986688692,1.258819102687356e-09,0,24,== Selected discography == | === Production work ===
