types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Chicago_Imagists,Hairy Who,228,0,1.0,0.0,0,7,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatAmericanArtMovements,http://dbpedia.org/resource/Chicago_Imagists,Hairy Who,228,0,1.0,0.0,0,7,== Discography == | === As leader ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Chicago_Imagists,Hairy Who,228,0,1.0,0.0,0,7,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Chicago_Imagists,Hairy Who,228,0,1.0,0.0,0,7,== Discography == | === As leader ===
http://dbpedia.org/class/yago/ArtisticMovement108466643,http://dbpedia.org/resource/Chicago_Imagists,Hairy Who,228,0,1.0,0.0,0,7,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Chicago_Imagists,Hairy Who,228,0,1.0,0.0,0,7,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Movement108464601,http://dbpedia.org/resource/Chicago_Imagists,Hairy Who,228,0,1.0,0.0,0,7,== Discography == | === As leader ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Chicago_Imagists,Hairy Who,228,0,1.0,0.0,0,7,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatSurrealistGroups,http://dbpedia.org/resource/Chicago_Imagists,Hairy Who,228,0,1.0,0.0,0,7,== Discography == | === As leader ===
