types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Art_history,Art history,3659,0,0.9999999999977548,0.0,4,16,== Themes == | === Painting ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Art_history,Art history,3659,0,0.9999999999977548,0.0,4,16,== Themes == | === Painting ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Art_history,Art history,3659,0,0.9999999999977548,0.0,4,16,== Themes == | === Painting ===
