types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Plastic_surgery,reconstructive microsurgery,2166,46,0.9999999999994316,0.0,7,52,== Artistry == | === Live performances ===
http://dbpedia.org/ontology/AnatomicalStructure,http://dbpedia.org/resource/Plastic_surgery,reconstructive microsurgery,2166,46,0.9999999999994316,0.0,7,52,== Artistry == | === Live performances ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Plastic_surgery,reconstructive microsurgery,2166,46,0.9999999999994316,0.0,7,52,== Artistry == | === Live performances ===
