types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Early_Slavs,early Slavic,636,22,1.0,0.0,0,12,== Selected works == | === Books ===
http://dbpedia.org/class/yago/WikicatHistoricalEthnicGroupsOfEurope,http://dbpedia.org/resource/Early_Slavs,early Slavic,636,22,1.0,0.0,0,12,== Selected works == | === Books ===
http://dbpedia.org/class/yago/WikicatSlavicEthnicGroups,http://dbpedia.org/resource/Early_Slavs,early Slavic,636,22,1.0,0.0,0,12,== Selected works == | === Books ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Early_Slavs,early Slavic,636,22,1.0,0.0,0,12,== Selected works == | === Books ===
http://dbpedia.org/class/yago/EthnicGroup107967382,http://dbpedia.org/resource/Early_Slavs,early Slavic,636,22,1.0,0.0,0,12,== Selected works == | === Books ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Early_Slavs,early Slavic,636,22,1.0,0.0,0,12,== Selected works == | === Books ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Byzantine_literature,Byzantine Literature,124,15,1.0,0.0,2,24,== Selected works == | === Books ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Byzantine_literature,Byzantine Literature,124,15,1.0,0.0,2,24,== Selected works == | === Books ===
