types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Louis_Robilliard,Louis Robilliard,5,70,0.9999999999997726,0.0,1,4,== Life and work ==
http://dbpedia.org/class/yago/WikicatArchitectureJournals,http://dbpedia.org/resource/Oppositions,Oppositions,12,0,0.9988408030759228,0.0,0,28,== Compositions == | === Organ Solo ===
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/Oppositions,Oppositions,12,0,0.9988408030759228,0.0,0,28,== Compositions == | === Organ Solo ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Oppositions,Oppositions,12,0,0.9988408030759228,0.0,0,28,== Compositions == | === Organ Solo ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Oppositions,Oppositions,12,0,0.9988408030759228,0.0,0,28,== Compositions == | === Organ Solo ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Oppositions,Oppositions,12,0,0.9988408030759228,0.0,0,28,== Compositions == | === Organ Solo ===
http://dbpedia.org/class/yago/Periodical106593296,http://dbpedia.org/resource/Oppositions,Oppositions,12,0,0.9988408030759228,0.0,0,28,== Compositions == | === Organ Solo ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Oppositions,Oppositions,12,0,0.9988408030759228,0.0,0,28,== Compositions == | === Organ Solo ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Oppositions,Oppositions,12,0,0.9988408030759228,0.0,0,28,== Compositions == | === Organ Solo ===
http://dbpedia.org/class/yago/Publication106589574,http://dbpedia.org/resource/Oppositions,Oppositions,12,0,0.9988408030759228,0.0,0,28,== Compositions == | === Organ Solo ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Oppositions,Oppositions,12,0,0.9988408030759228,0.0,0,28,== Compositions == | === Organ Solo ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatPeopleFromLyon,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Worker109632518,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Engraver110058155,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Painter110391653,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/SkilledWorker110605985,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Wikicat17th-centuryEngravers,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatFrenchEngravers,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatFrenchWomenPainters,http://dbpedia.org/resource/Antoinette_Bouzonnet-Stella,Antoinette,9,12,0.94915027835451,0.0529551814021389,0,58,== Compositions == | === Film Music ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatÉcoleNationaleSupérieureDesArtsDécoratifsAlumni,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatScreenwriters,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Alumnus109786338,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/FilmMaker110088390,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Photographer110426749,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Producer110480018,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Screenwriter110564400,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Scriptwriter110564905,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatFilmProducers,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatFrenchPeople,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatFrenchPhotographers,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatFrenchScreenwriters,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatPeopleFromCommercy,http://dbpedia.org/resource/Maurice_Cloche,Maurice Cloche,75,36,1.0,0.0,0,59,== Compositions == | === Film Music ===
http://dbpedia.org/ontology/River,http://dbpedia.org/resource/Donge_(river),Donge,13,23,0.929397225736683,0.0,0,64,== Compositions == | === Film Music ===
http://dbpedia.org/ontology/Canal,http://dbpedia.org/resource/Donge_(river),Donge,13,23,0.929397225736683,0.0,0,64,== Compositions == | === Film Music ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Donge_(river),Donge,13,23,0.929397225736683,0.0,0,64,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Donge_(river),Donge,13,23,0.929397225736683,0.0,0,64,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Donge_(river),Donge,13,23,0.929397225736683,0.0,0,64,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatRiversOfTheNetherlands,http://dbpedia.org/resource/Donge_(river),Donge,13,23,0.929397225736683,0.0,0,64,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/BodyOfWater109225146,http://dbpedia.org/resource/Donge_(river),Donge,13,23,0.929397225736683,0.0,0,64,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Donge_(river),Donge,13,23,0.929397225736683,0.0,0,64,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/River109411430,http://dbpedia.org/resource/Donge_(river),Donge,13,23,0.929397225736683,0.0,0,64,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Stream109448361,http://dbpedia.org/resource/Donge_(river),Donge,13,23,0.929397225736683,0.0,0,64,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Thing100002452,http://dbpedia.org/resource/Donge_(river),Donge,13,23,0.929397225736683,0.0,0,64,== Compositions == | === Film Music ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatPoliticalPundits,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatÉcoleNormaleSupérieureAlumni,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatRomanCatholicPhilosophers,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatRomanCatholicWriters,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Alumnus109786338,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Initiate110206887,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Journalist110224578,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Novelist110363573,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Philosopher110423589,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Politician110450303,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Wikicat20th-centuryFrenchPhilosophers,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/Wikicat20th-centuryFrenchWriters,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatFrenchJournalists,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
http://dbpedia.org/class/yago/WikicatFrenchNovelists,http://dbpedia.org/resource/Maurice_Clavel,Maurice Clavel,57,53,1.0,0.0,0,66,== Compositions == | === Film Music ===
