types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
http://dbpedia.org/class/yago/AdministrativeDistrict108491826,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
http://dbpedia.org/class/yago/Country108544813,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
http://dbpedia.org/class/yago/WikicatFictionalCountries,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
http://dbpedia.org/class/yago/WikicatFictionalPopulatedPlaces,http://dbpedia.org/resource/Shambhala,Shamballa,560,19,0.9999997623623073,0.0,0,20,== Discography == | === Other singles ===
