types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/resource/X-Statix,U-Go Girl,229,25,1.0,0.0,4,10,== Career == | === Other works ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/X-Statix,U-Go Girl,229,25,1.0,0.0,4,10,== Career == | === Other works ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/X-Statix,U-Go Girl,229,25,1.0,0.0,4,10,== Career == | === Other works ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/X-Statix,U-Go Girl,229,25,1.0,0.0,4,10,== Career == | === Other works ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/X-Statix,U-Go Girl,229,25,1.0,0.0,4,10,== Career == | === Other works ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/X-Statix,U-Go Girl,229,25,1.0,0.0,4,10,== Career == | === Other works ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/X-Statix,U-Go Girl,229,25,1.0,0.0,4,10,== Career == | === Other works ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/X-Statix,U-Go Girl,229,25,1.0,0.0,4,10,== Career == | === Other works ===
http://dbpedia.org/class/yago/Team108208560,http://dbpedia.org/resource/X-Statix,U-Go Girl,229,25,1.0,0.0,4,10,== Career == | === Other works ===
http://dbpedia.org/class/yago/Unit108189659,http://dbpedia.org/resource/X-Statix,U-Go Girl,229,25,1.0,0.0,4,10,== Career == | === Other works ===
