types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Stephen_Ferguson,Stephen Ferguson,4,0,0.999975314924371,0.0,0,55,== Discography == | === As sideman ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatActors,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatActorsWhoCommittedSuicide,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAustrianMusicians,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAustrianSingers,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAustrianSongwriters,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatPeopleFromLeopoldstadt,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatPopSingers,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatMaleActorsWhoCommittedSuicide,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatRadioPresenters,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Actor109765278,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Presenter110466387,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Singer110599806,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Songwriter110624540,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatPeopleFromHartbergDistrict,http://dbpedia.org/resource/Ludwig_Hirsch,Ludwig Hirsch,11,0,0.9999999999988204,0.0,0,59,== Discography == | === As sideman ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatActors,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAustrianMaleActors,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAustrianMaleSingers,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAustrianMusicians,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAustrianPeople,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatJazzSingers,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatRockSingers,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Actor109765278,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Singer110599806,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatEnglish-languageSingersOfAustria,http://dbpedia.org/resource/Hansi_Lang,Hansi Lang,12,0,1.0,0.0,0,61,== Discography == | === As sideman ===
