types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/Deception100752431,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/Falsification100751145,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/Fraud100753685,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/Invention105633385,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/WikicatHoaxes,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/WikicatHoaxesInScience,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/WikicatHungarianInventions,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/Wrongdoing100732746,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/Trickery100752954,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
http://dbpedia.org/class/yago/Wikicat18th-centuryHoaxes,http://dbpedia.org/resource/The_Turk,The Turk,147,30,0.999999999999318,0.0,0,34,== Chess career == | === Notable games ===
