types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Plastic_surgery,facial plastic,2166,50,0.9991268751294226,0.0008738878838354066,5,21,== Personal life == | === Transition ===
http://dbpedia.org/ontology/AnatomicalStructure,http://dbpedia.org/resource/Plastic_surgery,facial plastic,2166,50,0.9991268751294226,0.0008738878838354066,5,21,== Personal life == | === Transition ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Plastic_surgery,facial plastic,2166,50,0.9991268751294226,0.0008738878838354066,5,21,== Personal life == | === Transition ===
