types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/WikicatMedicinalPlants,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/WikicatMedicinalPlantsOfAfrica,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/WikicatMedicinalPlantsOfAsia,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/WikicatVines,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/EdibleNut107737081,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/Fruit113134947,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/NaturalObject100019128,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/Nut113136556,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/Plant100017222,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/PlantOrgan113087625,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/PlantPart113086908,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/PoisonousPlant113100156,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/ReproductiveStructure111675842,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/ontology/Plant,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/Seed113135832,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/VascularPlant113083586,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/Vine113100677,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/WikicatEdibleNutsAndSeeds,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/WikicatPoisonousPlants,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://umbel.org/umbel/rc/BiologicalLivingObject,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://umbel.org/umbel/rc/EukaryoticCell,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://umbel.org/umbel/rc/FloweringPlant,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
http://umbel.org/umbel/rc/Plant,http://dbpedia.org/resource/Citrullus_colocynthis,Tumba,56,7,0.9998433435940076,0.0001565697118772,0,51,== Discography == | === Other albums ===
