types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAmericanJournalismOrganizations,http://dbpedia.org/resource/Laurence_Stern_fellowship,Laurence Stern fellowship,15,68,1.0,0.0,0,6,== Biography == | === Journalism ===
http://dbpedia.org/ontology/Work,http://dbpedia.org/resource/Laurence_Stern_fellowship,Laurence Stern fellowship,15,68,1.0,0.0,0,6,== Biography == | === Journalism ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Laurence_Stern_fellowship,Laurence Stern fellowship,15,68,1.0,0.0,0,6,== Biography == | === Journalism ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Laurence_Stern_fellowship,Laurence Stern fellowship,15,68,1.0,0.0,0,6,== Biography == | === Journalism ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Laurence_Stern_fellowship,Laurence Stern fellowship,15,68,1.0,0.0,0,6,== Biography == | === Journalism ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Laurence_Stern_fellowship,Laurence Stern fellowship,15,68,1.0,0.0,0,6,== Biography == | === Journalism ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Laurence_Stern_fellowship,Laurence Stern fellowship,15,68,1.0,0.0,0,6,== Biography == | === Journalism ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Laurence_Stern_fellowship,Laurence Stern fellowship,15,68,1.0,0.0,0,6,== Biography == | === Journalism ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Laurence_Stern_fellowship,Laurence Stern fellowship,15,68,1.0,0.0,0,6,== Biography == | === Journalism ===
