URI,response,type
http://dbpedia.org/resource/Wolfgang_Amadeus_Mozart,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Wolfgang_Amadeus_Mozart,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Joseph_Haydn,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Joseph_Haydn,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Joseph_Haydn,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Joseph_Haydn,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Joseph_Haydn,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Johannes_Brahms,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Johannes_Brahms,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Johannes_Brahms,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Johannes_Brahms,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Johannes_Brahms,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Richard_Wagner,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Richard_Wagner,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Richard_Wagner,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Richard_Wagner,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Richard_Wagner,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Helen_Weaver,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Helen_Weaver,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Helen_Weaver,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Helen_Weaver,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Helen_Weaver,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Caroline_Alice_Elgar,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Caroline_Alice_Elgar,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Caroline_Alice_Elgar,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Caroline_Alice_Elgar,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Caroline_Alice_Elgar,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Hector_Berlioz,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Hector_Berlioz,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Hector_Berlioz,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Hector_Berlioz,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Hector_Berlioz,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Arthur_Sullivan,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Arthur_Sullivan,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Arthur_Sullivan,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Arthur_Sullivan,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Arthur_Sullivan,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Hans_Richter_(conductor),False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Hans_Richter_(conductor),False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Hans_Richter_(conductor),False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Hans_Richter_(conductor),False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Hans_Richter_(conductor),False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Asinus,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Asinus,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Asinus,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Asinus,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Asinus,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Julius_Buths,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Julius_Buths,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Julius_Buths,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Julius_Buths,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Julius_Buths,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Charles_Villiers_Stanford,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Charles_Villiers_Stanford,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Charles_Villiers_Stanford,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Charles_Villiers_Stanford,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Charles_Villiers_Stanford,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Dean_of_Westminster,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Dean_of_Westminster,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Dean_of_Westminster,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Dean_of_Westminster,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Dean_of_Westminster,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Henry_Wood,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Henry_Wood,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Henry_Wood,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Henry_Wood,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Henry_Wood,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Contralto,True,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Granville_Bantock,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Granville_Bantock,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Granville_Bantock,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Granville_Bantock,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Granville_Bantock,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/W._S._Gilbert,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/W._S._Gilbert,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/W._S._Gilbert,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/W._S._Gilbert,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/W._S._Gilbert,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Tempo,True,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Samuel_Sanford,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Samuel_Sanford,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Samuel_Sanford,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Samuel_Sanford,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Samuel_Sanford,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Frank_Schuster_(music_patron),False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Frank_Schuster_(music_patron),False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Frank_Schuster_(music_patron),False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Frank_Schuster_(music_patron),False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Frank_Schuster_(music_patron),False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Adrian_Boult,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Adrian_Boult,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Adrian_Boult,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Adrian_Boult,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Adrian_Boult,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Alexander_Siloti,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Alexander_Siloti,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Alexander_Siloti,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Alexander_Siloti,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Alexander_Siloti,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Arthur_Nikisch,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Arthur_Nikisch,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Arthur_Nikisch,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Arthur_Nikisch,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Arthur_Nikisch,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Giuseppe_Verdi,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Giuseppe_Verdi,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Giuseppe_Verdi,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Giuseppe_Verdi,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Giuseppe_Verdi,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Landon_Ronald,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Landon_Ronald,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Landon_Ronald,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Landon_Ronald,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Landon_Ronald,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Special_constable,True,http://dbpedia.org/ontology/PersonFunction
http://dbpedia.org/resource/Albert_Coates_(musician),False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Albert_Coates_(musician),False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Albert_Coates_(musician),False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Albert_Coates_(musician),False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Albert_Coates_(musician),False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Ernest_Newman,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Ernest_Newman,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Ernest_Newman,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Ernest_Newman,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Ernest_Newman,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Felix_Salmond,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Felix_Salmond,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Felix_Salmond,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Felix_Salmond,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Felix_Salmond,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Malcolm_Sargent,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Malcolm_Sargent,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Malcolm_Sargent,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Malcolm_Sargent,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Malcolm_Sargent,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Yehudi_Menuhin,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Yehudi_Menuhin,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Yehudi_Menuhin,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Yehudi_Menuhin,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Yehudi_Menuhin,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Chauffeur,True,http://dbpedia.org/ontology/PersonFunction
http://dbpedia.org/resource/Novelist,True,http://dbpedia.org/ontology/PersonFunction
http://dbpedia.org/resource/Fred_Gaisberg,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Fred_Gaisberg,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Fred_Gaisberg,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Fred_Gaisberg,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Fred_Gaisberg,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Thomas_Beecham,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Thomas_Beecham,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Thomas_Beecham,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Thomas_Beecham,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Thomas_Beecham,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Frederick_Delius,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Frederick_Delius,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Frederick_Delius,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Frederick_Delius,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Frederick_Delius,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/John_Barbirolli,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/John_Barbirolli,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/John_Barbirolli,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/John_Barbirolli,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/John_Barbirolli,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/William_Byrd,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/William_Byrd,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/William_Byrd,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/William_Byrd,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/William_Byrd,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Felix_Mendelssohn,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Felix_Mendelssohn,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Felix_Mendelssohn,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Felix_Mendelssohn,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Felix_Mendelssohn,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Donald_Tovey,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Donald_Tovey,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Donald_Tovey,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Donald_Tovey,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Donald_Tovey,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Gráinne,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Gráinne,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Gráinne,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Gráinne,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Gráinne,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Frédéric_Chopin,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Frédéric_Chopin,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Frédéric_Chopin,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Frédéric_Chopin,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Frédéric_Chopin,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Pianist,True,http://dbpedia.org/ontology/PersonFunction
http://dbpedia.org/resource/David_Owen_Norris,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/David_Owen_Norris,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/David_Owen_Norris,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/David_Owen_Norris,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/David_Owen_Norris,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/J._M._W._Turner,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/J._M._W._Turner,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/J._M._W._Turner,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/J._M._W._Turner,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/J._M._W._Turner,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Frank_Howes,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Frank_Howes,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Frank_Howes,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Frank_Howes,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Frank_Howes,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Idiom,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Idiom,True,dct:subject dbc:Idioms
http://dbpedia.org/resource/Igor_Stravinsky,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Igor_Stravinsky,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Igor_Stravinsky,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Igor_Stravinsky,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Igor_Stravinsky,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Daniel_Gregory_Mason,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Daniel_Gregory_Mason,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Daniel_Gregory_Mason,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Daniel_Gregory_Mason,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Daniel_Gregory_Mason,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/David_Pownall,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/David_Pownall,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/David_Pownall,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/David_Pownall,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/David_Pownall,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Alick_Rowe,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Alick_Rowe,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Alick_Rowe,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Alick_Rowe,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Alick_Rowe,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/David_Rudkin,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/David_Rudkin,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/David_Rudkin,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/David_Rudkin,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/David_Rudkin,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Adolescence,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Adolescence,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Adolescence,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Adolescence,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Adolescence,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/James_F._Hanley,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/James_F._Hanley,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/James_F._Hanley,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/James_F._Hanley,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/James_F._Hanley,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Teresa_Brambilla,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Teresa_Brambilla,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Teresa_Brambilla,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Teresa_Brambilla,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Teresa_Brambilla,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Mandolin,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Mandolin,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Mandolin,True,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Guitar,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Guitar,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Guitar,True,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Charles_Philippe_Lafont,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Charles_Philippe_Lafont,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Charles_Philippe_Lafont,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Charles_Philippe_Lafont,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Charles_Philippe_Lafont,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Louis_Spohr,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Louis_Spohr,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Louis_Spohr,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Louis_Spohr,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Louis_Spohr,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Rodolphe_Kreutzer,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Rodolphe_Kreutzer,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Rodolphe_Kreutzer,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Rodolphe_Kreutzer,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Rodolphe_Kreutzer,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Ferdinando_Carulli,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Ferdinando_Carulli,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Ferdinando_Carulli,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Ferdinando_Carulli,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Ferdinando_Carulli,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Camillo_Sivori,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Camillo_Sivori,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Camillo_Sivori,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Camillo_Sivori,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Camillo_Sivori,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Apollinaire_de_Kontski,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Apollinaire_de_Kontski,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Apollinaire_de_Kontski,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Apollinaire_de_Kontski,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Apollinaire_de_Kontski,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Priest,True,http://dbpedia.org/ontology/PersonFunction
http://dbpedia.org/resource/Bartolomeo_Colleoni,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Bartolomeo_Colleoni,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Bartolomeo_Colleoni,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Bartolomeo_Colleoni,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Bartolomeo_Colleoni,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Gioachino_Rossini,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Gioachino_Rossini,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Gioachino_Rossini,False,dct:subject dbc:Orchestral_instruments
http://dbpedia.org/resource/Gioachino_Rossini,False,dct:subject dbc:Concert_band_instruments
http://dbpedia.org/resource/Gioachino_Rossini,False,dct:subject dbc:Occupations_in_music
http://dbpedia.org/resource/Chrétien_Urhan,False,dct:subject dbc:Musical_terminology
http://dbpedia.org/resource/Chrétien_Urhan,False,dct:subject dbc:Idioms
http://dbpedia.org/resource/Chrétien_Urhan,False,dct:subject dbc:Orchestral_instruments
