types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Machine_learning,machine-learning,4600,69,1.0,0.0,5,38,== Other ventures == | === Technology ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Machine_learning,machine-learning,4600,69,1.0,0.0,5,38,== Other ventures == | === Technology ===
http://dbpedia.org/ontology/Disease,http://dbpedia.org/resource/Machine_learning,machine-learning,4600,69,1.0,0.0,5,38,== Other ventures == | === Technology ===
