types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Victorian_era,Victorian England,9111,81,1.0,0.0,1,11,== Biography == | === Other projects ===
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Victorian_era,Victorian England,9111,81,1.0,0.0,1,11,== Biography == | === Other projects ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Victorian_era,Victorian England,9111,81,1.0,0.0,1,11,== Biography == | === Other projects ===
http://dbpedia.org/class/yago/WikicatHistoricalEras,http://dbpedia.org/resource/Victorian_era,Victorian England,9111,81,1.0,0.0,1,11,== Biography == | === Other projects ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Victorian_era,Victorian England,9111,81,1.0,0.0,1,11,== Biography == | === Other projects ===
http://dbpedia.org/class/yago/Era115248564,http://dbpedia.org/resource/Victorian_era,Victorian England,9111,81,1.0,0.0,1,11,== Biography == | === Other projects ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Victorian_era,Victorian England,9111,81,1.0,0.0,1,11,== Biography == | === Other projects ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Victorian_era,Victorian England,9111,81,1.0,0.0,1,11,== Biography == | === Other projects ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Victorian_era,Victorian England,9111,81,1.0,0.0,1,11,== Biography == | === Other projects ===
