types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Modernism,European modernism,5988,175,1.0,0.0,4,7,== Biography == | === Career ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Modernism,European modernism,5988,175,1.0,0.0,4,7,== Biography == | === Career ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Modernism,European modernism,5988,175,1.0,0.0,4,7,== Biography == | === Career ===
