types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Warlord,Warlords,1028,0,0.9999998366973406,1.4210365830802132e-07,0,77,== Filmography == | === Television animation ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Warlord,Warlords,1028,0,0.9999998366973406,1.4210365830802132e-07,0,77,== Filmography == | === Television animation ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Warlord,Warlords,1028,0,0.9999998366973406,1.4210365830802132e-07,0,77,== Filmography == | === Television animation ===
