types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Taxidermy,taxidermied,1137,58,1.0,0.0,6,19,== Artistic contribution == | === Combines ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Taxidermy,taxidermied,1137,58,1.0,0.0,6,19,== Artistic contribution == | === Combines ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Taxidermy,taxidermied,1137,58,1.0,0.0,6,19,== Artistic contribution == | === Combines ===
