types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAmericanLiteraryAwards,http://dbpedia.org/resource/Stegner_Fellowship,Stegner Fellowship,113,26,1.0,0.0,3,14,== Biography == | === Writing ===
http://dbpedia.org/class/yago/WikicatAmericanPoetryAwards,http://dbpedia.org/resource/Stegner_Fellowship,Stegner Fellowship,113,26,1.0,0.0,3,14,== Biography == | === Writing ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Stegner_Fellowship,Stegner Fellowship,113,26,1.0,0.0,3,14,== Biography == | === Writing ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Stegner_Fellowship,Stegner Fellowship,113,26,1.0,0.0,3,14,== Biography == | === Writing ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Stegner_Fellowship,Stegner Fellowship,113,26,1.0,0.0,3,14,== Biography == | === Writing ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Stegner_Fellowship,Stegner Fellowship,113,26,1.0,0.0,3,14,== Biography == | === Writing ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Stegner_Fellowship,Stegner Fellowship,113,26,1.0,0.0,3,14,== Biography == | === Writing ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Stegner_Fellowship,Stegner Fellowship,113,26,1.0,0.0,3,14,== Biography == | === Writing ===
