types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/resource/Ieperfest,Ieperfest,17,66,1.0,0.0,3,5,== Music career == | === Bands ===
http://dbpedia.org/class/yago/WikicatHeavyMetalFestivals,http://dbpedia.org/resource/Ieperfest,Ieperfest,17,66,1.0,0.0,3,5,== Music career == | === Bands ===
http://dbpedia.org/class/yago/WikicatMusicFestivalsInBelgium,http://dbpedia.org/resource/Ieperfest,Ieperfest,17,66,1.0,0.0,3,5,== Music career == | === Bands ===
http://dbpedia.org/class/yago/WikicatRockFestivalsInBelgium,http://dbpedia.org/resource/Ieperfest,Ieperfest,17,66,1.0,0.0,3,5,== Music career == | === Bands ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Ieperfest,Ieperfest,17,66,1.0,0.0,3,5,== Music career == | === Bands ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Ieperfest,Ieperfest,17,66,1.0,0.0,3,5,== Music career == | === Bands ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Ieperfest,Ieperfest,17,66,1.0,0.0,3,5,== Music career == | === Bands ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Ieperfest,Ieperfest,17,66,1.0,0.0,3,5,== Music career == | === Bands ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Ieperfest,Ieperfest,17,66,1.0,0.0,3,5,== Music career == | === Bands ===
