types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Pinstriping,pinstriping,49,144,0.9999998942179272,0.0,1,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/WikicatVisualMotifs,http://dbpedia.org/resource/Pinstriping,pinstriping,49,144,0.9999998942179272,0.0,1,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Art102743547,http://dbpedia.org/resource/Pinstriping,pinstriping,49,144,0.9999998942179272,0.0,1,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Pinstriping,pinstriping,49,144,0.9999998942179272,0.0,1,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Pinstriping,pinstriping,49,144,0.9999998942179272,0.0,1,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Decoration103169390,http://dbpedia.org/resource/Pinstriping,pinstriping,49,144,0.9999998942179272,0.0,1,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Design103178782,http://dbpedia.org/resource/Pinstriping,pinstriping,49,144,0.9999998942179272,0.0,1,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Motif103789014,http://dbpedia.org/resource/Pinstriping,pinstriping,49,144,0.9999998942179272,0.0,1,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Pinstriping,pinstriping,49,144,0.9999998942179272,0.0,1,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Pinstriping,pinstriping,49,144,0.9999998942179272,0.0,1,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Pinstriping,pinstriping,49,144,0.9999998942179272,0.0,1,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/WikicatTextileArts,http://dbpedia.org/resource/Pinstriping,pinstriping,49,144,0.9999998942179272,0.0,1,18,== Musical style == | === Equipment ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/WikicatIEEEStandards,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/WikicatLinkProtocols,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/WikicatRoutingProtocols,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Direction106786629,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Protocol106665108,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Rule106652242,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/Standard107260623,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/SystemOfMeasurement113577171,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/WikicatEthernetStandards,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
http://dbpedia.org/class/yago/WikicatNetworkLayerProtocols,http://dbpedia.org/resource/IEEE_802.1aq,SPB,133,110,0.5723335959209964,0.7440230042434421,2,18,== Musical style == | === Equipment ===
