types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatChineseStylesOfMusic,http://dbpedia.org/resource/Jiangnan_sizhu,Sizhu,35,169,1.0,0.0,3,34,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Jiangnan_sizhu,Sizhu,35,169,1.0,0.0,3,34,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Jiangnan_sizhu,Sizhu,35,169,1.0,0.0,3,34,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/Manner104928903,http://dbpedia.org/resource/Jiangnan_sizhu,Sizhu,35,169,1.0,0.0,3,34,== Composition styles and developments == | === Mature period ===
http://dbpedia.org/class/yago/Property104916342,http://dbpedia.org/resource/Jiangnan_sizhu,Sizhu,35,169,1.0,0.0,3,34,== Composition styles and developments == | === Mature period ===
