types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/No_More_War_Movement,No More War Movement,24,36,1.0,0.0,34,10,== Life and career == | === 1933–1939 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/No_More_War_Movement,No More War Movement,24,36,1.0,0.0,34,10,== Life and career == | === 1933–1939 ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/No_More_War_Movement,No More War Movement,24,36,1.0,0.0,34,10,== Life and career == | === 1933–1939 ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/No_More_War_Movement,No More War Movement,24,36,1.0,0.0,34,10,== Life and career == | === 1933–1939 ===
http://dbpedia.org/class/yago/WikicatOrganizationsEstablishedIn1921,http://dbpedia.org/resource/No_More_War_Movement,No More War Movement,24,36,1.0,0.0,34,10,== Life and career == | === 1933–1939 ===
http://dbpedia.org/class/yago/WikicatPeaceOrganizations,http://dbpedia.org/resource/No_More_War_Movement,No More War Movement,24,36,1.0,0.0,34,10,== Life and career == | === 1933–1939 ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/No_More_War_Movement,No More War Movement,24,36,1.0,0.0,34,10,== Life and career == | === 1933–1939 ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/No_More_War_Movement,No More War Movement,24,36,1.0,0.0,34,10,== Life and career == | === 1933–1939 ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/No_More_War_Movement,No More War Movement,24,36,1.0,0.0,34,10,== Life and career == | === 1933–1939 ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/No_More_War_Movement,No More War Movement,24,36,1.0,0.0,34,10,== Life and career == | === 1933–1939 ===
