types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatInterestRates,http://dbpedia.org/resource/SONIA_(interest_rate),SONIA,16,36,0.9418656623767536,0.0,8,34,== Singles == | === Legacy! Legacy! ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/SONIA_(interest_rate),SONIA,16,36,0.9418656623767536,0.0,8,34,== Singles == | === Legacy! Legacy! ===
http://dbpedia.org/class/yago/Charge113306870,http://dbpedia.org/resource/SONIA_(interest_rate),SONIA,16,36,0.9418656623767536,0.0,8,34,== Singles == | === Legacy! Legacy! ===
http://dbpedia.org/class/yago/Cost113275847,http://dbpedia.org/resource/SONIA_(interest_rate),SONIA,16,36,0.9418656623767536,0.0,8,34,== Singles == | === Legacy! Legacy! ===
http://dbpedia.org/class/yago/InterestRate113319032,http://dbpedia.org/resource/SONIA_(interest_rate),SONIA,16,36,0.9418656623767536,0.0,8,34,== Singles == | === Legacy! Legacy! ===
http://dbpedia.org/class/yago/Outgo113275288,http://dbpedia.org/resource/SONIA_(interest_rate),SONIA,16,36,0.9418656623767536,0.0,8,34,== Singles == | === Legacy! Legacy! ===
http://dbpedia.org/class/yago/Possession100032613,http://dbpedia.org/resource/SONIA_(interest_rate),SONIA,16,36,0.9418656623767536,0.0,8,34,== Singles == | === Legacy! Legacy! ===
http://dbpedia.org/class/yago/Rate113325010,http://dbpedia.org/resource/SONIA_(interest_rate),SONIA,16,36,0.9418656623767536,0.0,8,34,== Singles == | === Legacy! Legacy! ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/SONIA_(interest_rate),SONIA,16,36,0.9418656623767536,0.0,8,34,== Singles == | === Legacy! Legacy! ===
http://dbpedia.org/class/yago/TransferredProperty113252973,http://dbpedia.org/resource/SONIA_(interest_rate),SONIA,16,36,0.9418656623767536,0.0,8,34,== Singles == | === Legacy! Legacy! ===
