types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/SoccerPlayer,http://dbpedia.org/resource/Combat_boot,combat boots,118,81,1.0,0.0,3,7,== Career == | === 1997–2010: Interpol ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Bolo_tie,bolo tie,61,97,1.0,0.0,3,7,== Career == | === 1997–2010: Interpol ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Bolo_tie,bolo tie,61,97,1.0,0.0,3,7,== Career == | === 1997–2010: Interpol ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Bolo_tie,bolo tie,61,97,1.0,0.0,3,7,== Career == | === 1997–2010: Interpol ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Bolo_tie,bolo tie,61,97,1.0,0.0,3,7,== Career == | === 1997–2010: Interpol ===
http://dbpedia.org/class/yago/WikicatSymbolsOfNewMexico,http://dbpedia.org/resource/Bolo_tie,bolo tie,61,97,1.0,0.0,3,7,== Career == | === 1997–2010: Interpol ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Paleoanthropology,paleoanthropology,433,183,0.9999999999991472,0.0,1,11,== Career == | === 2011–present: Post-Interpol and other ventures ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Paleoanthropology,paleoanthropology,433,183,0.9999999999991472,0.0,1,11,== Career == | === 2011–present: Post-Interpol and other ventures ===
