types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Hellfire_Club,Hellfire club,238,112,0.9998821567948326,9.347001253472942e-05,0,6,== History == | === Recording career ===
http://dbpedia.org/class/yago/WikicatClubsAndSocietiesInEngland,http://dbpedia.org/resource/Hellfire_Club,Hellfire club,238,112,0.9998821567948326,9.347001253472942e-05,0,6,== History == | === Recording career ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Hellfire_Club,Hellfire club,238,112,0.9998821567948326,9.347001253472942e-05,0,6,== History == | === Recording career ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Hellfire_Club,Hellfire club,238,112,0.9998821567948326,9.347001253472942e-05,0,6,== History == | === Recording career ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Hellfire_Club,Hellfire club,238,112,0.9998821567948326,9.347001253472942e-05,0,6,== History == | === Recording career ===
http://dbpedia.org/class/yago/WikicatSecretSocieties,http://dbpedia.org/resource/Hellfire_Club,Hellfire club,238,112,0.9998821567948326,9.347001253472942e-05,0,6,== History == | === Recording career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Hellfire_Club,Hellfire club,238,112,0.9998821567948326,9.347001253472942e-05,0,6,== History == | === Recording career ===
http://dbpedia.org/class/yago/Association108049401,http://dbpedia.org/resource/Hellfire_Club,Hellfire club,238,112,0.9998821567948326,9.347001253472942e-05,0,6,== History == | === Recording career ===
http://dbpedia.org/class/yago/Club108227214,http://dbpedia.org/resource/Hellfire_Club,Hellfire club,238,112,0.9998821567948326,9.347001253472942e-05,0,6,== History == | === Recording career ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Hellfire_Club,Hellfire club,238,112,0.9998821567948326,9.347001253472942e-05,0,6,== History == | === Recording career ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Hellfire_Club,Hellfire club,238,112,0.9998821567948326,9.347001253472942e-05,0,6,== History == | === Recording career ===
http://dbpedia.org/class/yago/SecretSociety108235343,http://dbpedia.org/resource/Hellfire_Club,Hellfire club,238,112,0.9998821567948326,9.347001253472942e-05,0,6,== History == | === Recording career ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Hellfire_Club,Hellfire club,238,112,0.9998821567948326,9.347001253472942e-05,0,6,== History == | === Recording career ===
http://dbpedia.org/class/yago/WikicatGentlemen'sClubsInLondon,http://dbpedia.org/resource/Hellfire_Club,Hellfire club,238,112,0.9998821567948326,9.347001253472942e-05,0,6,== History == | === Recording career ===
