types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Printmaking,print making,3147,93,1.0,0.0,1,10,== Career == | === Other work ===
http://dbpedia.org/ontology/Election,http://dbpedia.org/resource/Printmaking,print making,3147,93,1.0,0.0,1,10,== Career == | === Other work ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Printmaking,print making,3147,93,1.0,0.0,1,10,== Career == | === Other work ===
