types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Self-reference,self-reference,413,91,0.9999999999999432,0.0,4,30,== Biography == | === 2009–present ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Self-reference,self-reference,413,91,0.9999999999999432,0.0,4,30,== Biography == | === 2009–present ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Self-reference,self-reference,413,91,0.9999999999999432,0.0,4,30,== Biography == | === 2009–present ===
http://dbpedia.org/class/yago/Language106282651,http://dbpedia.org/resource/Self-reference,self-reference,413,91,0.9999999999999432,0.0,4,30,== Biography == | === 2009–present ===
http://dbpedia.org/class/yago/WikicatFormalLanguages,http://dbpedia.org/resource/Self-reference,self-reference,413,91,0.9999999999999432,0.0,4,30,== Biography == | === 2009–present ===
