types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Cante_flamenco,flamenco,136,239,0.8364933069632404,0.1954668264213309,14,17,== Artistry == | === Influences ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Cante_flamenco,flamenco,136,239,0.8364933069632404,0.1954668264213309,14,17,== Artistry == | === Influences ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Cante_flamenco,flamenco,136,239,0.8364933069632404,0.1954668264213309,14,17,== Artistry == | === Influences ===
