types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/Community108223802,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/EducationalInstitution108276342,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/Gathering107975026,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/WikicatInternetPropertiesEstablishedIn2005,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/ontology/University,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/WikicatOrganizationsEstablishedIn1910,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/WikicatUniversitiesAndCollegesInFrance,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/WikicatUniversitiesInBelgium,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/WikicatUniversitiesInEngland,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/WikicatUniversitiesInTheUnitedKingdom,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/University108286569,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/Possession100032613,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/Property113244109,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/WikicatEducationalInstitutionsEstablishedIn1965,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/WikicatVirtualCommunities,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/University_of_Kent,Gulbenkian Theatre,1495,94,0.9999997942679713,2.057320670349487e-07,0,7,== Early life and career ==
