types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Disease,http://dbpedia.org/resource/Economic_inequality,inequality,2003,23,0.6635242744912372,0.4766270792370969,2,63,== Philosophy == | === Human development ===
http://dbpedia.org/class/yago/WikicatEconomicIndicators,http://dbpedia.org/resource/Economic_inequality,inequality,2003,23,0.6635242744912372,0.4766270792370969,2,63,== Philosophy == | === Human development ===
http://dbpedia.org/class/yago/WikicatSocialIssues,http://dbpedia.org/resource/Economic_inequality,inequality,2003,23,0.6635242744912372,0.4766270792370969,2,63,== Philosophy == | === Human development ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Economic_inequality,inequality,2003,23,0.6635242744912372,0.4766270792370969,2,63,== Philosophy == | === Human development ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Economic_inequality,inequality,2003,23,0.6635242744912372,0.4766270792370969,2,63,== Philosophy == | === Human development ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Economic_inequality,inequality,2003,23,0.6635242744912372,0.4766270792370969,2,63,== Philosophy == | === Human development ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Economic_inequality,inequality,2003,23,0.6635242744912372,0.4766270792370969,2,63,== Philosophy == | === Human development ===
http://dbpedia.org/class/yago/Fact106636259,http://dbpedia.org/resource/Economic_inequality,inequality,2003,23,0.6635242744912372,0.4766270792370969,2,63,== Philosophy == | === Human development ===
http://dbpedia.org/class/yago/Index106639674,http://dbpedia.org/resource/Economic_inequality,inequality,2003,23,0.6635242744912372,0.4766270792370969,2,63,== Philosophy == | === Human development ===
http://dbpedia.org/class/yago/Information106634376,http://dbpedia.org/resource/Economic_inequality,inequality,2003,23,0.6635242744912372,0.4766270792370969,2,63,== Philosophy == | === Human development ===
http://dbpedia.org/class/yago/Issue105814650,http://dbpedia.org/resource/Economic_inequality,inequality,2003,23,0.6635242744912372,0.4766270792370969,2,63,== Philosophy == | === Human development ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Economic_inequality,inequality,2003,23,0.6635242744912372,0.4766270792370969,2,63,== Philosophy == | === Human development ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Economic_inequality,inequality,2003,23,0.6635242744912372,0.4766270792370969,2,63,== Philosophy == | === Human development ===
http://dbpedia.org/class/yago/WikicatGlobalizationIssues,http://dbpedia.org/resource/Economic_inequality,inequality,2003,23,0.6635242744912372,0.4766270792370969,2,63,== Philosophy == | === Human development ===
