types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Woodstock_'94,Woodstock II,152,57,1.0,0.0,4,4,== Biography and musical career == | === Early years ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Woodstock_'94,Woodstock II,152,57,1.0,0.0,4,4,== Biography and musical career == | === Early years ===
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/resource/Woodstock_'94,Woodstock II,152,57,1.0,0.0,4,4,== Biography and musical career == | === Early years ===
http://dbpedia.org/class/yago/WikicatMusicFestivalsInTheUnitedStates,http://dbpedia.org/resource/Woodstock_'94,Woodstock II,152,57,1.0,0.0,4,4,== Biography and musical career == | === Early years ===
http://dbpedia.org/class/yago/WikicatRockFestivals,http://dbpedia.org/resource/Woodstock_'94,Woodstock II,152,57,1.0,0.0,4,4,== Biography and musical career == | === Early years ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Woodstock_'94,Woodstock II,152,57,1.0,0.0,4,4,== Biography and musical career == | === Early years ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Woodstock_'94,Woodstock II,152,57,1.0,0.0,4,4,== Biography and musical career == | === Early years ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Woodstock_'94,Woodstock II,152,57,1.0,0.0,4,4,== Biography and musical career == | === Early years ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Woodstock_'94,Woodstock II,152,57,1.0,0.0,4,4,== Biography and musical career == | === Early years ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Woodstock_'94,Woodstock II,152,57,1.0,0.0,4,4,== Biography and musical career == | === Early years ===
