types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/MusicalOrganization108246613,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/Album106591815,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/DanceBand108249960,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/WikicatMusicalGroupsEstablishedInThe1990s,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/WikicatProgressiveRockGroups,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/RockGroup108250501,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/WikicatExperimentalMusicalGroups,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/WikicatArtRockMusicalGroups,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Guapo_(band),guapo,54,11,0.9820402910798692,0.0,0,27,== Discography == | ==== CD ====
