types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Sears_Radio_Theater,Mutual Radio Theater,24,89,1.0,0.0,1,21,== Acting career == | ==== Voice actor ====
http://dbpedia.org/class/yago/WikicatCBSRadioPrograms,http://dbpedia.org/resource/Sears_Radio_Theater,Mutual Radio Theater,24,89,1.0,0.0,1,21,== Acting career == | ==== Voice actor ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Sears_Radio_Theater,Mutual Radio Theater,24,89,1.0,0.0,1,21,== Acting career == | ==== Voice actor ====
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Sears_Radio_Theater,Mutual Radio Theater,24,89,1.0,0.0,1,21,== Acting career == | ==== Voice actor ====
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Sears_Radio_Theater,Mutual Radio Theater,24,89,1.0,0.0,1,21,== Acting career == | ==== Voice actor ====
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Sears_Radio_Theater,Mutual Radio Theater,24,89,1.0,0.0,1,21,== Acting career == | ==== Voice actor ====
http://dbpedia.org/class/yago/Plan105898568,http://dbpedia.org/resource/Sears_Radio_Theater,Mutual Radio Theater,24,89,1.0,0.0,1,21,== Acting career == | ==== Voice actor ====
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Sears_Radio_Theater,Mutual Radio Theater,24,89,1.0,0.0,1,21,== Acting career == | ==== Voice actor ====
http://dbpedia.org/class/yago/Wikicat1970sAmericanRadioPrograms,http://dbpedia.org/resource/Sears_Radio_Theater,Mutual Radio Theater,24,89,1.0,0.0,1,21,== Acting career == | ==== Voice actor ====
http://dbpedia.org/class/yago/Wikicat1980sAmericanRadioPrograms,http://dbpedia.org/resource/Sears_Radio_Theater,Mutual Radio Theater,24,89,1.0,0.0,1,21,== Acting career == | ==== Voice actor ====
