types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Typesetting,digital typesetting,1072,192,1.0,0.0,1,26,== Programming == | === Digital typesetting ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Typesetting,digital typesetting,1072,192,1.0,0.0,1,26,== Programming == | === Digital typesetting ===
http://dbpedia.org/ontology/MusicalWork,http://dbpedia.org/resource/Typesetting,digital typesetting,1072,192,1.0,0.0,1,26,== Programming == | === Digital typesetting ===
