types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/WikicatMaleActorsFromLondon,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Actor109765278,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Drummer110036929,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Editor110044879,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/FilmDirector110088200,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/FilmMaker110088390,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Percussionist110415037,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Producer110480018,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Worker109632518,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/SkilledWorker110605985,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/WikicatEnglishFilmDirectors,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/WikicatEnglishFilmEditors,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/WikicatEnglishMaleFilmActors,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
http://dbpedia.org/class/yago/WikicatEnglishRockDrummers,http://dbpedia.org/resource/Paul_Crowder_(filmmaker),Paul Crowder,16,233,0.9999809569103404,0.0,0,26,== Career == | === Other associations ===
