types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mathematical_logic,Mathematical Logic,1497,29,1.0,0.0,0,45,== Selected publications == | === Academic ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Mathematical_logic,Mathematical Logic,1497,29,1.0,0.0,0,45,== Selected publications == | === Academic ===
http://dbpedia.org/ontology/Disease,http://dbpedia.org/resource/Mathematical_logic,Mathematical Logic,1497,29,1.0,0.0,0,45,== Selected publications == | === Academic ===
