types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Insurance,insurance company,11688,83,0.9999999999992184,0.0,0,13,== Career == | === Comeback ===
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Insurance,insurance company,11688,83,0.9999999999992184,0.0,0,13,== Career == | === Comeback ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Insurance,insurance company,11688,83,0.9999999999992184,0.0,0,13,== Career == | === Comeback ===
