types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Rugby_union_positions,locks,12606,413,0.8257611608771032,0.1896808175053939,6,11,== Solo career == | === August (2019) ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Rugby_union_positions,locks,12606,413,0.8257611608771032,0.1896808175053939,6,11,== Solo career == | === August (2019) ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Rugby_union_positions,locks,12606,413,0.8257611608771032,0.1896808175053939,6,11,== Solo career == | === August (2019) ===
http://dbpedia.org/class/yago/WikicatFootballPositions,http://dbpedia.org/resource/Rugby_union_positions,locks,12606,413,0.8257611608771032,0.1896808175053939,6,11,== Solo career == | === August (2019) ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Rugby_union_positions,locks,12606,413,0.8257611608771032,0.1896808175053939,6,11,== Solo career == | === August (2019) ===
http://dbpedia.org/class/yago/Point108620061,http://dbpedia.org/resource/Rugby_union_positions,locks,12606,413,0.8257611608771032,0.1896808175053939,6,11,== Solo career == | === August (2019) ===
http://dbpedia.org/class/yago/Position108621598,http://dbpedia.org/resource/Rugby_union_positions,locks,12606,413,0.8257611608771032,0.1896808175053939,6,11,== Solo career == | === August (2019) ===
http://dbpedia.org/class/yago/WikicatRugbyUnionPositions,http://dbpedia.org/resource/Rugby_union_positions,locks,12606,413,0.8257611608771032,0.1896808175053939,6,11,== Solo career == | === August (2019) ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Rugby_union_positions,locks,12606,413,0.8257611608771032,0.1896808175053939,6,11,== Solo career == | === August (2019) ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Rugby_union_positions,locks,12606,413,0.8257611608771032,0.1896808175053939,6,11,== Solo career == | === August (2019) ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Rugby_union_positions,locks,12606,413,0.8257611608771032,0.1896808175053939,6,11,== Solo career == | === August (2019) ===
