types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Body107965085,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Commerce101090446,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/GroupAction101080366,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Know-how105616786,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Method105660268,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Occupation100582388,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/OccupationalGroup108403631,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Profession108112096,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Technique105665146,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Trade101091905,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Transaction101106808,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatElectricalTrades,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatFilmTechniques,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatOccupations,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatTheatricalProfessions,http://dbpedia.org/resource/Gaffer_(filmmaking),Gaffer,125,100,0.9906084557119256,0.0,1,24,== Discography == | === Collaborations ===
