types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/WikicatJuvenilePrisonsInEngland,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/WikicatPrisonsInTheUnitedKingdom,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/WikicatCategoryAPrisonsInEngland,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/WikicatCategoryBPrisonsInEngland,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/WikicatCategoryCPrisonsInEngland,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/WikicatCategoryDPrisonsInEngland,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/WikicatWomen'sPrisonsInEngland,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/CorrectionalInstitution103111690,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/Establishment103297735,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/Institution103574555,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/PenalInstitution103907654,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/Prison104005630,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Prisoner_security_categories_in_the_United_Kingdom,category D,302,161,0.9999999999999716,0.0,0,18,== Violin Competition == | === Prize winners ===
