types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Swedish_riksdaler,Riksdaler,244,217,1.0,0.0,5,20,== Biography == | === Later life ===
http://dbpedia.org/class/yago/MediumOfExchange113372961,http://dbpedia.org/resource/Swedish_riksdaler,Riksdaler,244,217,1.0,0.0,5,20,== Biography == | === Later life ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Swedish_riksdaler,Riksdaler,244,217,1.0,0.0,5,20,== Biography == | === Later life ===
http://dbpedia.org/class/yago/Currency113385913,http://dbpedia.org/resource/Swedish_riksdaler,Riksdaler,244,217,1.0,0.0,5,20,== Biography == | === Later life ===
http://dbpedia.org/ontology/Currency,http://dbpedia.org/resource/Swedish_riksdaler,Riksdaler,244,217,1.0,0.0,5,20,== Biography == | === Later life ===
http://dbpedia.org/class/yago/WikicatModernObsoleteCurrencies,http://dbpedia.org/resource/Swedish_riksdaler,Riksdaler,244,217,1.0,0.0,5,20,== Biography == | === Later life ===
http://dbpedia.org/class/yago/Standard107260623,http://dbpedia.org/resource/Swedish_riksdaler,Riksdaler,244,217,1.0,0.0,5,20,== Biography == | === Later life ===
http://dbpedia.org/class/yago/SystemOfMeasurement113577171,http://dbpedia.org/resource/Swedish_riksdaler,Riksdaler,244,217,1.0,0.0,5,20,== Biography == | === Later life ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Swedish_riksdaler,Riksdaler,244,217,1.0,0.0,5,20,== Biography == | === Later life ===
