types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Rumores_de_la_Caleta,Rumores de la Caleta,3,16,1.0,0.0,0,51,== List of works == | ==== Guitar duets ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Rumores_de_la_Caleta,Rumores de la Caleta,3,16,1.0,0.0,0,51,== List of works == | ==== Guitar duets ====
http://dbpedia.org/class/yago/Part103892891,http://dbpedia.org/resource/Rumores_de_la_Caleta,Rumores de la Caleta,3,16,1.0,0.0,0,51,== List of works == | ==== Guitar duets ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Rumores_de_la_Caleta,Rumores de la Caleta,3,16,1.0,0.0,0,51,== List of works == | ==== Guitar duets ====
http://dbpedia.org/class/yago/Piece103932203,http://dbpedia.org/resource/Rumores_de_la_Caleta,Rumores de la Caleta,3,16,1.0,0.0,0,51,== List of works == | ==== Guitar duets ====
http://dbpedia.org/class/yago/WikicatSoloPianoPieces,http://dbpedia.org/resource/Rumores_de_la_Caleta,Rumores de la Caleta,3,16,1.0,0.0,0,51,== List of works == | ==== Guitar duets ====
