types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAncientGermanicPeoples,http://dbpedia.org/resource/Auiones,Aviones,25,93,0.9999799293655588,0.0,6,4,== Biography == | === In Pereza ===
http://dbpedia.org/ontology/EthnicGroup,http://dbpedia.org/resource/Auiones,Aviones,25,93,0.9999799293655588,0.0,6,4,== Biography == | === In Pereza ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Auiones,Aviones,25,93,0.9999799293655588,0.0,6,4,== Biography == | === In Pereza ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Auiones,Aviones,25,93,0.9999799293655588,0.0,6,4,== Biography == | === In Pereza ===
http://dbpedia.org/class/yago/People107942152,http://dbpedia.org/resource/Auiones,Aviones,25,93,0.9999799293655588,0.0,6,4,== Biography == | === In Pereza ===
