types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Maldit-comiat,comiat,10,19,1.0,0.0,3,92,== Works == | === Genres ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Maldit-comiat,comiat,10,19,1.0,0.0,3,92,== Works == | === Genres ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Maldit-comiat,comiat,10,19,1.0,0.0,3,92,== Works == | === Genres ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Maldit-comiat,comiat,10,19,1.0,0.0,3,92,== Works == | === Genres ===
http://dbpedia.org/class/yago/WikicatOccitanLiteraryGenres,http://dbpedia.org/resource/Maldit-comiat,comiat,10,19,1.0,0.0,3,92,== Works == | === Genres ===
http://dbpedia.org/class/yago/WritingStyle107092158,http://dbpedia.org/resource/Maldit-comiat,comiat,10,19,1.0,0.0,3,92,== Works == | === Genres ===
