types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Internet_radio,Internet,1259,67,0.9903187058737618,0.0094429883810658,0,125,== Appearance == | === Radio ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Internet_radio,Internet,1259,67,0.9903187058737618,0.0094429883810658,0,125,== Appearance == | === Radio ===
http://dbpedia.org/class/yago/WikicatMediaFormats,http://dbpedia.org/resource/Internet_radio,Internet,1259,67,0.9903187058737618,0.0094429883810658,0,125,== Appearance == | === Radio ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Internet_radio,Internet,1259,67,0.9903187058737618,0.0094429883810658,0,125,== Appearance == | === Radio ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Internet_radio,Internet,1259,67,0.9903187058737618,0.0094429883810658,0,125,== Appearance == | === Radio ===
http://dbpedia.org/class/yago/Format106636806,http://dbpedia.org/resource/Internet_radio,Internet,1259,67,0.9903187058737618,0.0094429883810658,0,125,== Appearance == | === Radio ===
http://dbpedia.org/class/yago/Information106634376,http://dbpedia.org/resource/Internet_radio,Internet,1259,67,0.9903187058737618,0.0094429883810658,0,125,== Appearance == | === Radio ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Internet_radio,Internet,1259,67,0.9903187058737618,0.0094429883810658,0,125,== Appearance == | === Radio ===
