types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatCompaniesBasedInBerlin,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatCompaniesOfGermany,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatModelManufacturers,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatModelRailroadManufacturers,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Business108061042,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Company108058098,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Enterprise108056231,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Manufacturer108060446,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatGameManufacturers,http://dbpedia.org/resource/Wiking_Modellbau,Wiking,14,27,0.9110206776111246,0.0976699262429469,2,18,== Discography == | === Singles ===
