types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Romanticism,Romantic era,6788,9,0.9825148966064678,0.017796272801895,11,25,== Legacy == | === Modern reception ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Romanticism,Romantic era,6788,9,0.9825148966064678,0.017796272801895,11,25,== Legacy == | === Modern reception ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Romanticism,Romantic era,6788,9,0.9825148966064678,0.017796272801895,11,25,== Legacy == | === Modern reception ===
