types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Soft_drink,soft beverage,2199,142,1.0,0.0,3,11,== Life and music career == | === 2005: Completely ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Soft_drink,soft beverage,2199,142,1.0,0.0,3,11,== Life and music career == | === 2005: Completely ===
http://dbpedia.org/ontology/Beverage,http://dbpedia.org/resource/Soft_drink,soft beverage,2199,142,1.0,0.0,3,11,== Life and music career == | === 2005: Completely ===
