types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Pentecostalism,Pentacostal,5553,13,1.0,0.0,0,25,== Discography == | === As sideman ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Pentecostalism,Pentacostal,5553,13,1.0,0.0,0,25,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Pentecostalism,Pentacostal,5553,13,1.0,0.0,0,25,== Discography == | === As sideman ===
