types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mastering_engineer,remastering,1109,11,0.8066317340715695,0.2382536156708118,12,20,== Recording career == | === In Utero ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Mastering_engineer,remastering,1109,11,0.8066317340715695,0.2382536156708118,12,20,== Recording career == | === In Utero ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Mastering_engineer,remastering,1109,11,0.8066317340715695,0.2382536156708118,12,20,== Recording career == | === In Utero ===
