types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Space_Age,Space age,324,23,0.999999998960817,0.0,5,31,== Career == | === 2010s ===
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Space_Age,Space age,324,23,0.999999998960817,0.0,5,31,== Career == | === 2010s ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Space_Age,Space age,324,23,0.999999998960817,0.0,5,31,== Career == | === 2010s ===
