types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Laser,Lasers,11815,4,0.9999433799485314,4.853792546088362e-05,0,28,== Discography == | ==== Studio albums ====
http://dbpedia.org/ontology/Device,http://dbpedia.org/resource/Laser,Lasers,11815,4,0.9999433799485314,4.853792546088362e-05,0,28,== Discography == | ==== Studio albums ====
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Laser,Lasers,11815,4,0.9999433799485314,4.853792546088362e-05,0,28,== Discography == | ==== Studio albums ====
