types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Dance_Club_Songs,DANCE CLUB SONGS,5019,63,1.0,0.0,0,111,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Chart106999802,http://dbpedia.org/resource/Dance_Club_Songs,DANCE CLUB SONGS,5019,63,1.0,0.0,0,111,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Dance_Club_Songs,DANCE CLUB SONGS,5019,63,1.0,0.0,0,111,== Discography == | === Singles ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Dance_Club_Songs,DANCE CLUB SONGS,5019,63,1.0,0.0,0,111,== Discography == | === Singles ===
http://dbpedia.org/class/yago/VisualCommunication106873252,http://dbpedia.org/resource/Dance_Club_Songs,DANCE CLUB SONGS,5019,63,1.0,0.0,0,111,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatAmericanRecordCharts,http://dbpedia.org/resource/Dance_Club_Songs,DANCE CLUB SONGS,5019,63,1.0,0.0,0,111,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatBillboardCharts,http://dbpedia.org/resource/Dance_Club_Songs,DANCE CLUB SONGS,5019,63,1.0,0.0,0,111,== Discography == | === Singles ===
