types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Kind105839024,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Application106570110,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Category105838765,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Code106355894,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/CodingSystem106353757,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/ComputerGame100458890,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Online_game,internet gaming,944,56,0.9999999999991188,0.0,0,11,== Career == | === Other ventures ===
