types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Violin,fiddler,21552,593,0.9999972764454268,2.723562014609712e-06,1,16,== Biography == | === Post-war ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Violin,fiddler,21552,593,0.9999972764454268,2.723562014609712e-06,1,16,== Biography == | === Post-war ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Violin,fiddler,21552,593,0.9999972764454268,2.723562014609712e-06,1,16,== Biography == | === Post-war ===
